"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_146","def f(single_digit):
    result = []
    for c in range(1, 11):
        if c != single_digit:
            result.append(c)
    return result","5","[1, 2, 3, 4, 6, 7, 8, 9, 10]","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","1.0","INCORRECT","","0.5","INCORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","[1, 2, 3, 4, 6, 7, 8, 9, 10]","1.0","CORRECT","","0.5","INCORRECT"
"sample_147","def f(nums):
    middle = len(nums)//2
    return nums[middle:] + nums[0:middle]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","1.0","CORRECT","[1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","CORRECT","[1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","CORRECT","[1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","CORRECT","[1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1]","1.0","CORRECT","[1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT"
"sample_148","def f(forest, animal):
    index = forest.index(animal)
    result = list(forest)
    while index < len(forest)-1:
        result[index] = forest[index+1]
        index += 1
    if index == len(forest)-1:
        result[index] = '-'
    return ''.join(result)","'2imo 12 tfiqr.', 'm'","'2io 12 tfiqr.-'","'2imo 12 tfiqr.'","1.0","INCORRECT","2i o 1 2 tfiqr.-","1.0","INCORRECT","","0.5","INCORRECT","'2i o 1 2 tfiqr.-'","1.0","INCORRECT","2i o 1 2 tfiqr.-","1.0","INCORRECT","","0.5","INCORRECT","'2i o 1 2 tfiqr.-'","1.0","INCORRECT","2i o 1 2 tfiqr.-","1.0","INCORRECT","","0.5","INCORRECT","'2i o 1 2 tfiqr.-'","1.0","INCORRECT","2i o 1 2 tfiqr.-","1.0","INCORRECT","","0.5","INCORRECT","'2i o 1 2 tfiqr.-'","1.0","INCORRECT","2i o 1 2 tfiqr.-","1.0","INCORRECT","","0.5","INCORRECT"
"sample_149","def f(tuple_list, joint):
    string = ''
    for num in tuple_list:
        string += dict.fromkeys(str(num), joint * len(str(num))).popitem()[0] + joint
    return string","(32332, 23543, 132323, 33300), ','","'2,4,2,0,'","","0.5","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","","0.5","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","","0.5","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","","0.5","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","","0.5","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","3,2,3,3,2,2,3,4,3,1,3,2,3,3,3,3,3,3,0,0,","1.0","INCORRECT","","0.5","INCORRECT"
"sample_150","def f(numbers, index):
    for n in numbers[index:]:
        numbers.insert(index, n)
        index += 1
    return numbers[:index]","[-2, 4, -4], 0","[-2, 4, -4]","[-2, 4, -4, 4, -4, -4]","1.0","INCORRECT","[-2, -2, 4, -4, 4, -4]","1.0","INCORRECT","","0.5","INCORRECT","[-2, 4, -4, 4, -4, -4]","1.0","INCORRECT","[-2, -2, 4, -4, 4, -4]","1.0","INCORRECT","","0.5","INCORRECT","[-2, 4, -4, 4, -4, -4]","1.0","INCORRECT","[-2, -2, 4, -4, 4, -4]","1.0","INCORRECT","","0.5","INCORRECT","[-2, 4, -4, 4, -4, -4]","1.0","INCORRECT","[-2, -2, 4, -4, 4, -4]","1.0","INCORRECT","","0.5","INCORRECT","[-2, 4, -4, 4, -4, -4]","1.0","INCORRECT","[-2, -2, 4, -4, 4, -4]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_151","def f(text):
    for c in text:
        if c.isdigit():
            if c == '0':
                c = '.'
            else:
                c = '0' if c != '1' else '.'
    return ''.join(list(text)).replace('.', '0')","'697 this is the ultimate 7 address to attack'","'697 this is the ultimate 7 address to attack'","697 this is the ultimate 7 address to attack","1.0","CORRECT","000 this is the ultimate 0 address to attack","1.0","INCORRECT","","0.5","INCORRECT","697 this is the ultimate 7 address to attack","1.0","CORRECT","000 this is the ultimate 0 address to attack","1.0","INCORRECT","","0.5","INCORRECT","697 this is the ultimate 7 address to attack","1.0","CORRECT","000 this is the ultimate 0 address to attack","1.0","INCORRECT","","0.5","INCORRECT","697 this is the ultimate 7 address to attack","1.0","CORRECT","000 this is the ultimate 0 address to attack","1.0","INCORRECT","","0.5","INCORRECT","697 this is the ultimate 7 address to attack","1.0","CORRECT","000 this is the ultimate 0 address to attack","1.0","INCORRECT","","0.5","INCORRECT"
"sample_152","def f(text):
    n = 0
    for char in text:
        if char.isupper():
            n += 1
    return n","''.join(['A'] * 20)","20","20","1.0","CORRECT","20","1.0","CORRECT","","0.5","INCORRECT","20","1.0","CORRECT","20","1.0","CORRECT","","0.5","INCORRECT","20","1.0","CORRECT","20","1.0","CORRECT","","0.5","INCORRECT","20","1.0","CORRECT","20","1.0","CORRECT","","0.5","INCORRECT","20","1.0","CORRECT","20","1.0","CORRECT","","0.5","INCORRECT"
"sample_153","def f(text, suffix, num):
    str_num = str(num)
    return text.endswith(suffix + str_num)","'friends and love', 'and', 3","False","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT"
"sample_154","def f(s, c):
    s = s.split(' ')
    return ((c + ""  "") + (""  "".join(s[::-1])))","'Hello There', '*'","'*  There  Hello'","'*  There Hello'","1.0","CORRECT","*  There  Hello","1.0","CORRECT","","0.5","INCORRECT","'*  There Hello'","1.0","CORRECT","*  There  Hello","1.0","CORRECT","","0.5","INCORRECT","'*  There Hello'","1.0","CORRECT","*  There  Hello","1.0","CORRECT","","0.5","INCORRECT","'*  There Hello'","1.0","CORRECT","*  There  Hello","1.0","CORRECT","","0.5","INCORRECT","'*  There Hello'","1.0","CORRECT","*  There  Hello","1.0","CORRECT","","0.5","INCORRECT"
"sample_155","def f(ip, n):
    i = 0
    out = ''
    for c in ip:
        if i == n:
            out += '\n'
            i = 0
        i += 1
        out += c
    return out","""dskjs hjcdjnxhjicnn"", 4","'dskj\ns hj\ncdjn\nxhji\ncnn'","dskj
shjc djnxhjicnn","1.0","INCORRECT","dskj
shjc
djnx
hjic
nn","1.0","INCORRECT","","0.5","INCORRECT","dskj
shjc djnxhjicnn","1.0","INCORRECT","dskj
shjc
djnx
hjic
nn","1.0","INCORRECT","","0.5","INCORRECT","dskj
shjc djnxhjicnn","1.0","INCORRECT","dskj
shjc
djnx
hjic
nn","1.0","INCORRECT","","0.5","INCORRECT","dskj
shjc djnxhjicnn","1.0","INCORRECT","dskj
shjc
djnx
hjic
nn","1.0","INCORRECT","","0.5","INCORRECT","dskj
shjc djnxhjicnn","1.0","INCORRECT","dskj
shjc
djnx
hjic
nn","1.0","INCORRECT","","0.5","INCORRECT"
"sample_156","def f(text, limit, char):
    if limit < len(text):
        return text[0:limit]
    return text.ljust(limit, char)","'tqzym', 5, 'c'","'tqzym'","'tqzymc'","1.0","INCORRECT","tqzym","1.0","CORRECT","","0.5","INCORRECT","'tqzymc'","1.0","INCORRECT","tqzym","1.0","CORRECT","","0.5","INCORRECT","'tqzymc'","1.0","INCORRECT","tqzym","1.0","CORRECT","","0.5","INCORRECT","'tqzymc'","1.0","INCORRECT","tqzym","1.0","CORRECT","","0.5","INCORRECT","'tqzymc'","1.0","INCORRECT","tqzym","1.0","CORRECT","","0.5","INCORRECT"
"sample_157","def f(phrase):
    ans = 0
    for w in phrase.split():
        for ch in w:
            if ch == ""0"":
                ans += 1
    return ans","""aboba 212 has 0 digits""","1","2","1.0","INCORRECT","1","1.0","CORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT"
"sample_158","def f(arr):
    n = [item for item in arr if item%2 == 0]
    m = n+arr
    for i in m:
        if m.index(i) >= len(n):
            m.remove(i)
    return m","[3, 6, 4, -2, 5]","[6, 4, -2, 6, 4, -2]","[3, 6, 4, -2, 5]","1.0","INCORRECT","[6, 4, -2]","1.0","INCORRECT","","0.5","INCORRECT","[6, 4, -2]","1.0","INCORRECT","[6, 4, -2]","0.9","INCORRECT","","0.5","INCORRECT","[6, 4, -2]","1.0","INCORRECT","[6, 4, -2, 3, 5]","0.95","INCORRECT","","0.5","INCORRECT","[6, 4, -2]","1.0","INCORRECT","[6, 4, -2]","0.99","INCORRECT","","0.5","INCORRECT","[6, 4, -2]","1.0","INCORRECT","[6, 4, -2]","0.99","INCORRECT","","0.5","INCORRECT"
"sample_159","def f(st):
    swapped = ''
    for ch in reversed(st):
        swapped += ch.swapcase()
    return swapped","'RTiGM'","'mgItr'","mGtIr","1.0","CORRECT","mGiTr","1.0","CORRECT","","0.5","INCORRECT","mGtIr","1.0","CORRECT","mGiTr","0.9","CORRECT","","0.5","INCORRECT","mGtIr","1.0","CORRECT","mGiTr","0.95","CORRECT","","0.5","INCORRECT","mGtIr","1.0","CORRECT","mGiTr","0.9","CORRECT","","0.5","INCORRECT","mGtIr","1.0","CORRECT","mGiTr","0.95","CORRECT","","0.5","INCORRECT"
"sample_160","def f(dictionary):
    while not dictionary.get(1, len(dictionary)):
        dictionary.clear()
        break
    return dictionary","{1: 47698, 1: 32849, 1: 38381, 3: 83607}","{1: 38381, 3: 83607}","{}","1.0","INCORRECT","{1: 38381}","1.0","INCORRECT","","0.5","INCORRECT","{}","1.0","INCORRECT","{1: 38381}","1.0","INCORRECT","","0.5","INCORRECT","{}","1.0","INCORRECT","{1: 38381}","0.9","INCORRECT","","0.5","INCORRECT","{}","1.0","INCORRECT","{1: 38381}","0.95","INCORRECT","","0.5","INCORRECT","{}","1.0","INCORRECT","{1: 38381}","0.95","INCORRECT","","0.5","INCORRECT"
"sample_161","def f(text, value):
    left, _, right = text.partition(value)
    return right + left","'difkj rinpx', 'k'","'j rinpxdif'","rinpxdifj","1.0","INCORRECT","rinpxdifj","1.0","INCORRECT","","0.5","INCORRECT","rinpxdifj","1.0","INCORRECT","rinpxdifj","1.0","INCORRECT","","0.5","INCORRECT","rinpxdifj","1.0","INCORRECT","rinpxdifj","1.0","INCORRECT","","0.5","INCORRECT","rinpxdifj","1.0","INCORRECT","rinpxdifj","1.0","INCORRECT","","0.5","INCORRECT","rinpxdifj","1.0","INCORRECT","rinpxdifj","1.0","INCORRECT","","0.5","INCORRECT"
"sample_162","def f(text):
    result = ''
    for char in text:
        if char.isalnum():
            result += char.upper()
    return result","'с bishop.Swift'","'СBISHOPSWIFT'","BISHOP.SWIFT","1.0","INCORRECT","BISHOPSWIFT","1.0","INCORRECT","","0.5","INCORRECT","BISHOP.SWIFT","1.0","INCORRECT","BISHOPSWIFT","0.9","INCORRECT","","0.5","INCORRECT","BISHOP.SWIFT","1.0","INCORRECT","BISHOPSWIFT","0.95","INCORRECT","","0.5","INCORRECT","BISHOP.SWIFT","1.0","INCORRECT","BISHOPSWIFT","0.9","INCORRECT","","0.5","INCORRECT","BISHOP.SWIFT","1.0","INCORRECT","BISHOPSWIFT","0.95","INCORRECT","","0.5","INCORRECT"
"sample_163","def f(text, space_symbol, size):
    spaces = ''.join(space_symbol for i in range(size-len(text)))
    return text + spaces","'w', '))', 7","'w))))))))))))'","'w'))))))","1.0","CORRECT","w)))","1.0","INCORRECT","","0.5","INCORRECT","'w'))))))","1.0","CORRECT","'w'))))'","1.0","INCORRECT","","0.5","INCORRECT","'w'))))))","1.0","CORRECT","'w'))))'","0.9","INCORRECT","","0.5","INCORRECT","'w'))))))","1.0","CORRECT","'w'))))'","0.95","INCORRECT","","0.5","INCORRECT","'w'))))))","1.0","CORRECT","'w'))))'","0.9","INCORRECT","","0.5","INCORRECT"
"sample_164","def f(lst):
    lst.sort()
    return lst[0:3]","[5, 8, 1, 3, 0]","[0, 1, 3]","[0, 1, 3]","1.0","CORRECT","[0, 1, 3]","1.0","CORRECT","","0.5","INCORRECT","[0, 1, 3]","1.0","CORRECT","[0, 1, 3]","1.0","CORRECT","","0.5","INCORRECT","[0, 1, 3]","1.0","CORRECT","[0, 1, 3]","1.0","CORRECT","","0.5","INCORRECT","[0, 1, 3]","1.0","CORRECT","[0, 1, 3]","1.0","CORRECT","","0.5","INCORRECT","[0, 1, 3]","1.0","CORRECT","[0, 1, 3]","1.0","CORRECT","","0.5","INCORRECT"
"sample_165","def f(text, lower, upper):
    return text[lower:upper].isascii()","'=xtanp|sugv?z', 3, 6","True","False","1.0","INCORRECT","True","1.0","CORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","True","1.0","CORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","True","1.0","CORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","True","1.0","CORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","True","1.0","CORRECT","","0.5","INCORRECT"
"sample_166","def f(graph):
    new_graph = {}
    for key, value in graph.items():
        new_graph[key] = {}
        for subkey in value:
            new_graph[key][subkey] = ''
    return new_graph","{}","{}","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT"
"sample_167","def f(XAAXX, s):
    count = 0
    idx = -1
    while XAAXX.find('XXXX', idx+1) != -1:
        idx = XAAXX.find('XXXX', idx+1) 
        count += 1 
    compound = count * s.title()
    return XAAXX.replace('XXXX', compound)","'aaXXXXbbXXXXccXXXXde', 'QW'","'aaQwQwQwbbQwQwQwccQwQwQwde'","aaQwQwQwbbQwQwQwccQwQwQwde","1.0","CORRECT","aaQWQWbbQWQWccQWQWde","1.0","CORRECT","","0.5","INCORRECT","aaQWQWQWbbQWQWQWccQWQWQWde","1.0","CORRECT","aaQWQWbbQWQWccQWQWde","1.0","CORRECT","","0.5","INCORRECT","aaQWQWQWbbQWQWQWccQWQWQWde","1.0","CORRECT","aaQWQWbbQWQWccQWQWde","0.9","CORRECT","","0.5","INCORRECT","aaQWQWQWbbQWQWQWccQWQWQWde","1.0","CORRECT","aaQWQWbbQWQWccQWQWde","0.95","CORRECT","","0.5","INCORRECT","aaQWQWQWbbQWQWQWccQWQWQWde","1.0","CORRECT","aaQWQWbbQWQWccQWQWde","0.9","CORRECT","","0.5","INCORRECT"
"sample_168","def f(text, new_value, index):
    key = text.maketrans(text[index], new_value)
    return text.translate(key)","'spain', 'b', 4","'spaib'","spain","1.0","INCORRECT","spain","1.0","INCORRECT","","0.5","INCORRECT","spain","1.0","INCORRECT","spibn","1.0","INCORRECT","","0.5","INCORRECT","spibn","1.0","INCORRECT","spibn","1.0","INCORRECT","","0.5","INCORRECT","spibn","1.0","INCORRECT","spibn","1.0","INCORRECT","","0.5","INCORRECT","spibn","1.0","INCORRECT","spibn","1.0","INCORRECT","","0.5","INCORRECT"
"sample_169","def f(text):
    ls = list(text)
    total = (len(text) - 1) * 2
    for i in range(1, total+1):
        if i % 2:
            ls.append('+')
        else:
            ls.insert(0, '+')
    return ''.join(ls).rjust(total)","'taole'","'++++taole++++'","","0.5","INCORRECT","++taole++++","1.0","INCORRECT","","0.5","INCORRECT","++taole++++","0.9","INCORRECT","++++taole++++","1.0","CORRECT","","0.5","INCORRECT","++taole++++","0.95","INCORRECT","++++taole++++","1.0","CORRECT","","0.5","INCORRECT","++taole++++","0.95","INCORRECT","++++taole++++","1.0","CORRECT","","0.5","INCORRECT","++taole++++","0.95","INCORRECT","++++taole++++","1.0","CORRECT","","0.5","INCORRECT"
"sample_170","def f(nums, number):
    return nums.count(number)","[12, 0, 13, 4, 12], 12","2","2","1.0","CORRECT","2","1.0","CORRECT","","0.5","INCORRECT","2","1.0","CORRECT","2","1.0","CORRECT","","0.5","INCORRECT","2","1.0","CORRECT","2","1.0","CORRECT","","0.5","INCORRECT","2","1.0","CORRECT","2","1.0","CORRECT","","0.5","INCORRECT","2","1.0","CORRECT","2","1.0","CORRECT","","0.5","INCORRECT"
"sample_171","def f(nums):
    count = len(nums) // 2
    for _ in range(count):
        nums.pop(0)
    return nums","[3, 4, 1, 2, 3]","[1, 2, 3]","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT"
"sample_172","def f(array):
    for i in range(len(array)):
        if array[i] < 0:
            array.pop(i)
    return array","[]","[]","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_173","def f(list_x):
    item_count = len(list_x)
    new_list = []
    for i in range(item_count):
        new_list.append(list_x.pop())
    return new_list","[5, 8, 6, 8, 4]","[4, 8, 6, 8, 5]","[4, 8, 6, 8, 5]","1.0","CORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","","0.5","INCORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","","0.5","INCORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","","0.5","INCORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","","0.5","INCORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","[4, 8, 6, 8, 5]","1.0","CORRECT","","0.5","INCORRECT"
"sample_174","def f(lst):
    lst[1:4] = lst[1:4][::-1]
    return lst","[1, 2, 3]","[1, 3, 2]","[1, 3, 2]","1.0","CORRECT","[1, 3, 2, 3]","1.0","INCORRECT","","0.5","INCORRECT","[1, 3, 2]","1.0","CORRECT","[1, 3, 2]","1.0","CORRECT","","0.5","INCORRECT","[1, 3, 2]","1.0","CORRECT","[1, 3, 2]","1.0","CORRECT","","0.5","INCORRECT","[1, 3, 2]","1.0","CORRECT","[1, 3, 2]","1.0","CORRECT","","0.5","INCORRECT","[1, 3, 2]","1.0","CORRECT","[1, 3, 2]","1.0","CORRECT","","0.5","INCORRECT"
"sample_175","def f(s, amount):
    lines = s.splitlines()
    w = max(map(lambda l: l.rfind(' '), lines))
    ls = [[l, (w + 1) * amount - l.rfind(' ')] for l in lines]
    for i, line in enumerate(ls):
        ls[i][0] = line[0] + ' ' * line[1]
    return '\n'.join(map(lambda l: l[0], ls))","'\n', 2","' '","","1.0","INCORRECT","
  
","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","
  
","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","
  
","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","
  
","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","
  
","1.0","INCORRECT","","0.5","INCORRECT"
"sample_176","def f(text, to_place):
    after_place = text[:text.find(to_place, 0) + 1]
    before_place = text[text.find(to_place, 0) + 1:]
    return after_place + before_place","'some text', 'some'","'some text'","'some text'","1.0","CORRECT","some text","1.0","INCORRECT","","0.5","INCORRECT","'some text'","1.0","CORRECT","some text","1.0","INCORRECT","","0.5","INCORRECT","'some text'","1.0","CORRECT","some text","1.0","INCORRECT","","0.5","INCORRECT","'some text'","1.0","CORRECT","some text","1.0","INCORRECT","","0.5","INCORRECT","'some text'","1.0","CORRECT","some text","1.0","INCORRECT","","0.5","INCORRECT"
"sample_177","def f(text):
    text = list(text)
    for i in range(len(text)):
        if i % 2 == 1:
            text[i] = text[i].swapcase()
    return ''.join(text)","'Hey DUdE THis $nd^ &*&this@#'","'HEy Dude tHIs $Nd^ &*&tHiS@#'","HeY dUDe ThIs $nD^ &*&ThIs@#","1.0","INCORRECT","hEy dUDe tHiS $Nd^ &*&ThIs@#","1.0","INCORRECT","","0.5","INCORRECT","HeY dUDe ThIs $nD^ &*&ThIs@#","1.0","INCORRECT","hEy dUdE tHiS $nD^ &*&tHiS@#","1.0","INCORRECT","","0.5","INCORRECT","HeY dUDe ThIs $nD^ &*&ThIs@#","1.0","INCORRECT","hEy dUdE tHiS $nD^ &*&tHiS@#","1.0","INCORRECT","","0.5","INCORRECT","HeY dUDe ThIs $nD^ &*&ThIs@#","1.0","INCORRECT","hEy dUdE tHiS $nD^ &*&tHiS@#","1.0","INCORRECT","","0.5","INCORRECT","HeY dUDe ThIs $nD^ &*&ThIs@#","1.0","INCORRECT","hEy dUdE tHiS $nD^ &*&tHiS@#","1.0","INCORRECT","","0.5","INCORRECT"
"sample_178","def f(array, n):
    return array[n:]","[0, 0, 1, 2, 2, 2, 2], 4","[2, 2, 2]","[2, 2, 2, 2]","1.0","CORRECT","[2, 2, 2]","1.0","CORRECT","","0.5","INCORRECT","[2, 2, 2, 2]","1.0","CORRECT","[2, 2, 2]","0.75","CORRECT","","0.5","INCORRECT","[2, 2, 2, 2]","1.0","CORRECT","[2, 2, 2]","0.85","CORRECT","","0.5","INCORRECT","[2, 2, 2, 2]","1.0","CORRECT","[2, 2, 2]","0.75","CORRECT","","0.5","INCORRECT","[2, 2, 2, 2]","1.0","CORRECT","[2, 2, 2]","0.85","CORRECT","","0.5","INCORRECT"
"sample_179","def f(nums):
    # Pass in a copy to avoid modifying nums
    nums = nums[:]
    count = len(nums)
    for i in range(-count+1, 0):
        nums.insert(0, nums[i])
    return nums","[7, 1, 2, 6, 0, 2]","[2, 0, 6, 2, 1, 7, 1, 2, 6, 0, 2]","","0.5","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","","0.5","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","","0.5","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","","0.5","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","","0.5","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","[2, 6, 0, 2, 7, 1, 2, 6, 0, 2]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_180","def f(nums):
    a = -1
    b = nums[1:]
    while a <= b[0]:
        nums.remove(b[0])
        a = 0
        b = b[1:]
    return nums","[-1, 5, 3, -2, -6, 8, 8]","[-1, -2, -6, 8, 8]","[-1, 5, 3, -2, -6, 8]","1.0","INCORRECT","[-1, 5, 3, 8, 8]","1.0","INCORRECT","","0.5","INCORRECT","[-1, 5, 3, -2, -6, 8]","1.0","INCORRECT","[-1, 5, 3, -2, -6, 8, 8]","0.9","INCORRECT","","0.5","INCORRECT","[-1, 5, 3, -2, -6, 8]","1.0","INCORRECT","[-1, 5, 3, -2, -6, 8, 8]","0.9","INCORRECT","","0.5","INCORRECT","[-1, 5, 3, -2, -6, 8]","1.0","INCORRECT","[-1, 5, 3, -2, -6, 8, 8]","0.9","INCORRECT","","0.5","INCORRECT","[-1, 5, 3, -2, -6, 8]","1.0","INCORRECT","[-1, 5, 3, -2, -6, 8, 8]","0.9","INCORRECT","","0.5","INCORRECT"
